"Mês Ano";"Programa Orçamentário";"Ação Orçamentária";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"07/2023";"0910 - OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS";"0123 - CONTRIBUICAO A ORGANIZACAO MARITIMA INTERNACIONAL - IMO (MD)";"- 55.262,24";"0,00";"0,00";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0044 - TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL - FPE (CF, ART.159)";"0,00";"8.275.242.754,77";"8.275.242.754,77";
"07/2023";"2208 - TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVEL";"2191 - FOMENTO A PROJETOS INSTITUCIONAIS PARA PESQUISA NO SETOR DE TRANSPORTES TERRESTRES E HIDROVIARIOS (CT-TRANSPORTE)";"2.626.000,00";"0,00";"0,00";
"07/2023";"3002 - GEOLOGIA, MINERACAO E TRANSFORMACAO MINERAL";"15YU - REVISAO E AUTOMACAO DOS PROCESSOS DE OUTORGA E FISCALIZACAO DE PESQUISA E LAVRA MINERAL DA ANM";"1.386.650,00";"209.083,77";"242.774,18";
"07/2023";"5015 - JUSTICA";"2807 - PROMOCAO E DEFESA DA CONCORRENCIA";"889.192,92";"3.585.776,35";"3.507.141,53";
"07/2023";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"216G - OPERACIONALIZACAO DO FUNDO DE ESTABILIDADE DO SEGURO RURAL - FESR";"205.271,03";"205.271,03";"430.904,47";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0547 - TRANSFERENCIAS DE COTAS-PARTES DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS (LEI N. 8.001, DE 1990 - ART.2.)";"0,00";"373.073.009,16";"373.073.009,16";
"07/2023";"3004 - AVIACAO CIVIL";"15UW - REFORMA E REAPARELHAMENTO DO AEROPORTO DE MARINGA/PR, DE PROPRIEDADE DA UNIAO";"- 17.525,15";"0,00";"0,00";
"07/2023";"3003 - PETROLEO, GAS, DERIVADOS E BIOCOMBUSTIVEIS";"21BC - ESTUDOS DA INDUSTRIA DE PETROLEO E GAS NATURAL";"0,00";"20.812,50";"20.812,50";
"07/2023";"5020 - DESENVOLVIMENTO CIENTIFICO, TECNOLOGICO E PRODUTIVO EM SAUDE";"15VW - CONSTRUCAO DA FABRICA DE PLATAFORMAS VEGETAIS DE PRODUCAO DE IMUNOBIOLOGICOS DA FIOCRUZ CEARA";"0,00";"0,00";"0,00";
"07/2023";"2204 - BRASIL NA FRONTEIRA DO CONHECIMENTO";"217J - ATUACAO DE ORGAOS COLEGIADOS INTEGRANTES DA ESTRUTURA DO MCTI";"3,00";"156.908,65";"155.498,82";
"07/2023";"5014 - ESTATISTICAS E AVALIACOES EDUCACIONAIS";"4014 - CENSO ESCOLAR DA EDUCACAO BASICA";"526.259,91";"746.750,47";"746.750,47";
"07/2023";"5025 - CULTURA";"218A - INOVACAO, DIFUSAO E AMPLIACAO DO ACESSO A PRODUCAO AUDIOVISUAL BRASILEIRA";"1.303.367,00";"0,00";"0,00";
"07/2023";"1031 - AGROPECUARIA SUSTENTAVEL";"0300 - SUBVENCAO ECONOMICA PARA GARANTIA E SUSTENTACAO DE PRECOS NA COMERCIALIZACAO DE PRODUTOS AGROPECUARIOS (LEI N. 8.427, DE 1992)";"176.500,15";"176.500,15";"176.500,15";
"07/2023";"0909 - OPERACOES ESPECIAIS: OUTROS ENCARGOS ESPECIAIS";"00QF - INTEGRALIZACAO DE COTAS EM FUNDO DE APOIO A ESTRUTURACAO E AO DESENVOLVIMENTO DE PROJETOS DE CONCESSOES E PARCERIAS PUBLICO-PRIVADAS DA UNIAO, DOS ESTADOS, DO DISTRITO FEDERAL E DOS MUNICIPIOS";"1.000.000,00";"500.000,00";"500.000,00";
"07/2023";"6015 - EDUCACAO INFANTIL";"00SU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"25.367.246,23";"12.673.232,52";"12.673.232,52";
"07/2023";"2012 - FORTALECIMENTO E DINAMIZACAO DA AGRICULTURA FAMILIAR";"210V - ESTRUTURACAO PRODUTIVA, PROMOCAO E FORTALECIMENTO DA AGRICULTURA FAMILIAR E DA AGROECOLOGIA";"0,00";"0,00";"0,00";
"07/2023";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"8315 - PESQUISA E DESENVOLVIMENTO TECNOLOGICO EM SAUDE";"0,00";"0,00";"0,00";
"07/2023";"5026 - ESPORTE";"218F - GESTAO E MANUTENCAO DO LEGADO OLIMPICO E PARALIMPICO";"673.050,84";"2.003.242,77";"1.773.421,24";
"07/2023";"2208 - TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVEL";"4185 - FOMENTO A PROJETOS INSTITUCIONAIS PARA PESQUISA NO SETOR DE TECNOLOGIA DA INFORMACAO (CT-INFO)";"47.200,00";"92.900,00";"45.700,00";
"07/2023";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20XS - PRESTACAO DE ENSINO ASSISTENCIAL NA FUNDACAO OSORIO";"427.564,26";"190.112,70";"190.112,70";
"07/2023";"0151 - PROTECAO DE TERRAS INDIGENAS, GESTAO TERRITORIAL E ETNODESENVOLVIMENTO";"1ACM - PROJETO C.I. AVA-CANOEIRO - ROYALTIES - GO";"127.443,24";"75.578,21";"75.578,21";
"07/2023";"2205 - CONECTA BRASIL";"15UI - IMPLANTACAO DE INFRAESTRUTURA DE REDE DE COMUNICACAO DE DADOS PARA INCLUSAO DIGITAL";"23.955,18";"10.136.806,41";"10.348.346,07";
"07/2023";"3002 - GEOLOGIA, MINERACAO E TRANSFORMACAO MINERAL";"215Z - REGULACAO, OUTORGA E FISCALIZACAO DA MINERACAO";"21.942,72";"1.123.170,19";"1.163.330,68";
"07/2023";"3004 - AVIACAO CIVIL";"15UX - REFORMA E REAPARELHAMENTO DO AEROPORTO DE COARI/AM, DE PROPRIEDADE DA UNIAO";"1.320.232,56";"0,00";"0,00";
"07/2023";"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"00U1 - SUBVENCAO ECONOMICA DESTINADA A AQUISICAO E/OU CONSTRUCAO DE HABITACAO PARA PROFISSIONAIS DA SEGURANCA PUBLICA - PROGRAMA HABITE SEGURO";"203.090,29";"148.390,84";"148.390,84";
"07/2023";"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"00TD - APOIO AOS POLOS E PROJETOS DE AGRICULTURA IRRIGADA";"4.278.324,12";"397.246,63";"423.667,40";
"07/2023";"0907 - OPERACOES ESPECIAIS: REFINANCIAMENTO DA DIVIDA INTERNA";"0365 - REFINANCIAMENTO DA DIVIDA PUBLICA MOBILIARIA FEDERAL INTERNA";"343.000.000,00";"257.695.163.225,84";"257.695.163.225,84";
"07/2023";"1043 - QUALIDADE AMBIENTAL URBANA";"20WH - CONTROLE DE SUBSTANCIAS, PRODUTOS, RESIDUOS E ATIVIDADES POTENCIALMENTE POLUIDORAS E UTILIZADORAS DE RECURSOS AMBIENTAIS";"1.381.160,00";"6.661,23";"6.661,23";
"07/2023";"2221 - RECURSOS HIDRICOS";"10ZW - RECUPERACAO HIDROAMBIENTAL NAS BACIAS HIDROGRAFICAS NA AREA DE ATUACAO DA CODEVASF";"0,00";"0,00";"0,00";
"07/2023";"5025 - CULTURA";"20ZG - FORMULACAO E GESTAO DA POLITICA CULTURAL";"39.382,28";"149.702,46";"150.180,21";
"07/2023";"1031 - AGROPECUARIA SUSTENTAVEL";"0012 - FINANCIAMENTOS AO AGRONEGOCIO CAFE (LEI N. 8.427, DE 1992)";"6.375.469.000,00";"0,00";"0,00";
"07/2023";"2208 - TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVEL";"20UT - PROMOCAO DA PESQUISA, DESENVOLVIMENTO INOVACAO (PD&I) EM TECNOLOGIAS DIGITAIS";"0,00";"0,00";"0,00";
"07/2023";"2081 - JUSTICA, CIDADANIA E SEGURANCA PUBLICA";"8855 - FORTALECIMENTO E MODERNIZACAO DAS INSTITUICOES DE SEGURANCA PUBLICA";"0,00";"0,00";"0,00";
"07/2023";"0030 - PROGRAMA DE GESTAO E MANUTENCAO DA DEFENSORIA PUBLICA DA UNIAO";"21CZ - APOIO A ASSISTENCIA JURIDICA AO CIDADAO";"0,00";"154,54";"154,54";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"00RS - AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS DO FCDF";"56.124.906,38";"56.076.927,05";"55.262.275,16";
"07/2023";"3006 - TRANSPORTE TERRESTRE E TRANSITO";"1418 - CONSTRUCAO DE TRECHO RODOVIARIO - FERREIRA GOMES - OIAPOQUE (FRONTEIRA COM A GUIANA FRANCESA) - NA BR-156/AP";"0,00";"450.837,20";"450.837,20";
"07/2023";"5025 - CULTURA";"8106 - APOIO A PROJETOS AUDIOVISUAIS ESPECIFICOS - FUNDO SETORIAL DO AUDIOVISUAL";"10.000,00";"0,00";"0,00";
"07/2023";"2214 - NOVA PREVIDENCIA";"2292 - SERVICO DE PROCESSAMENTO DE DADOS DE BENEFICIOS PREVIDENCIARIOS";"41.900.851,92";"33.419.585,11";"35.950.511,71";
"07/2023";"2205 - CONECTA BRASIL";"21C8 - OPERACAO DA INFRAESTRUTURA DA REDE DE SERVICO DE COMUNICACAO";"0,00";"13.279.199,16";"15.334.407,40";
"07/2023";"2080 - EDUCACAO DE QUALIDADE PARA TODOS";"2994 - ASSISTENCIA AOS ESTUDANTES DAS INSTITUICOES FEDERAIS DE EDUCACAO PROFISSIONAL E TECNOLOGICA";"0,00";"0,00";"0,00";
"07/2023";"2221 - RECURSOS HIDRICOS";"7X91 - IMPLANTACAO DO CANAL DO XINGO";"0,00";"3.562,90";"946,40";
"07/2023";"2211 - INSERCAO ECONOMICA INTERNACIONAL";"20QN - GESTAO DE ASSUNTOS INTERNACIONAIS";"- 20.000,00";"69.124,61";"69.124,61";
"07/2023";"1006 - GESTAO DA POLITICA DE DESENVOLVIMENTO SOCIAL E COMBATE A FOME";"2272 - GESTAO E ADMINISTRACAO DO PROGRAMA";"0,00";"0,00";"0,00";
"07/2023";"0901 - OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS";"00N2 - CUMPRIMENTO DE SENTENCA JUDICIAL - INSTITUTO AERUS DE SEGURIDADE SOCIAL - PROCESSO N. 0010295-77.2004.4.01.3400";"0,00";"52.261.555,81";"52.261.555,81";
"07/2023";"3006 - TRANSPORTE TERRESTRE E TRANSITO";"1C09 - CONSTRUCAO DE TRECHO RODOVIARIO - SAO DESIDERIO - DIVISA BA/MG - NA BR-135/BA";"0,00";"1.310.731,43";"1.310.731,43";
"07/2023";"3006 - TRANSPORTE TERRESTRE E TRANSITO";"7P87 - ADEQUACAO DE TRAVESSIA URBANA EM JI-PARANA - NA BR-364/RO";"0,00";"0,00";"0,00";
"07/2023";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2250 - SELECAO E DESENVOLVIMENTO DE PESSOAS";"0,00";"0,00";"0,00";
"07/2023";"2208 - TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVEL";"0745 - INVESTIMENTO EM EMPRESAS INOVADORAS";"455.000,00";"745.000,00";"745.000,00";
"07/2023";"0031 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO PUBLICO";"8010 - ATUACAO ESTRATEGICA PARA CONTROLE E FORTALECIMENTO DO MINISTERIO PUBLICO";"26.200,00";"0,00";"0,00";
"07/2023";"2207 - PROGRAMA ESPACIAL BRASILEIRO";"7F40 - IMPLANTACAO DO CENTRO ESPACIAL DE ALCANTARA - CEA";"- 59.098,46";"80.602,21";"80.602,21";
"07/2023";"2208 - TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVEL";"4156 - FOMENTO A PROJETOS INSTITUCIONAIS PARA PESQUISA NO SETOR DE PETROLEO E GAS NATURAL (CT-PETRO)";"6.383.440,75";"6.811.825,12";"6.777.128,12";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"6.375.767.183,00";"0,00";"0,00";
"07/2023";"3004 - AVIACAO CIVIL";"15V1 - INSTALACAO DE EQUIPAMENTOS DE AUXILIOS A NAVEGACAO AEREA";"1.925.048,99";"395.468,45";"395.468,45";
"07/2023";"2222 - SANEAMENTO BASICO";"21C9 - IMPLANTACAO, AMPLIACAO OU MELHORIA DE ACOES E SERVICOS SUSTENTAVEIS DE SANEAMENTO BASICO EM PEQUENAS COMUNIDADES RURAIS (LOCALIDADES DE PEQUENO PORTE) OU EM COMUNIDADES TRADICIONAIS (REMANESCENTES DE QUILOMBOS)";"0,00";"0,00";"0,00";
"07/2023";"5035 - PROMOCAO DE CIDADANIA POR MEIO DO AUXILIO BRASIL E DA ARTICULACAO DE POLITICAS PUBLICAS";"21CP - OPERACIONALIZACAO DO AUXILIO EMERGENCIAL PARA ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS (COVID-19)";"0,00";"745.533,84";"745.533,84";
"07/2023";"2204 - BRASIL NA FRONTEIRA DO CONHECIMENTO";"00LV - FORMACAO, CAPACITACAO E FIXACAO DE RECURSOS HUMANOS PARA O DESENVOLVIMENTO CIENTIFICO";"877.541.980,99";"87.915.618,03";"87.907.590,01";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"00QN - INATIVOS E PENSIONISTAS DA POLICIA CIVIL DO DISTRITO FEDERAL";"89.428.055,00";"89.224.006,33";"128.147.794,17";
"07/2023";"3006 - TRANSPORTE TERRESTRE E TRANSITO";"11ZI - CONSTRUCAO DA FERROVIA NORTE-SUL - SANTA VITORIA/MG - ITURAMA/MG - EF-151";"0,00";"0,00";"0,00";
"07/2023";"2084 - RECURSOS HIDRICOS";"214T - GESTAO, OPERACAO E MANUTENCAO DO PROJETO DE INTEGRACAO DO RIO SAO FRANCISCO - PISF";"0,00";"0,00";"0,00";
"07/2023";"2221 - RECURSOS HIDRICOS";"11AA - CONSTRUCAO DA BARRAGEM FRONTEIRAS";"0,00";"8.212.811,99";"4.178.386,11";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"00NT - OUTROS BENEFICIOS DAS POLICIAS CIVIL E MILITAR E DO CORPO DE BOMBEIROS DO DISTRITO FEDERAL";"19.584.642,84";"19.635.218,25";"19.676.553,81";
"07/2023";"5026 - ESPORTE";"211Z - DESENVOLVIMENTO E EXECUCAO DA POLITICA NACIONAL ANTIDOPAGEM";"10.560,00";"69.050,40";"63.912,94";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"00H6 - TRANSFERENCIA DO IMPOSTO SOBRE OPERACOES FINANCEIRAS INCIDENTES SOBRE O OURO - IOF OURO";"0,00";"3.279.316,53";"3.279.316,53";
"07/2023";"2049 - MORADIA DIGNA";"0E64 - SUBVENCAO ECONOMICA DESTINADA A HABITACAO DE INTERESSE SOCIAL EM CIDADES COM MENOS DE 50.000 HABITANTES (LEI N. 14.118, DE 2021)";"0,00";"0,00";"0,00";
"07/2023";"2015 - FORTALECIMENTO DO SISTEMA UNICO DE SAUDE (SUS)";"20YD - EDUCACAO E TRABALHO NA SAUDE";"0,00";"0,00";"0,00";
"07/2023";"2223 - A HORA DO TURISMO";"21DB - ESTRUTURACAO E ORDENAMENTO DOS DESTINOS TURISTICOS BRASILEIROS";"90.641,15";"87.141,15";"0,00";
"07/2023";"2221 - RECURSOS HIDRICOS";"14RP - REABILITACAO DE BARRAGENS E DE OUTRAS INFRAESTRUTURAS HIDRICAS";"0,00";"0,00";"0,00";
"07/2023";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"6344 - REGULACAO E SUPERVISAO DOS CURSOS DE GRADUACAO E DE INSTITUICOES PUBLICAS E PRIVADAS DE ENSINO SUPERIOR";"0,00";"3.440,00";"3.060,80";
"07/2023";"2080 - EDUCACAO DE QUALIDADE PARA TODOS";"15R4 - APOIO A EXPANSAO, CONSOLIDACAO, REESTRUTURACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"0,00";"0,00";"0,00";
"07/2023";"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"4786 - CAPACITACAO E MONITORAMENTO DA JUVENTUDE RURAL (PROJETO AMANHA)";"24.000,00";"7.500,00";"7.500,00";
"07/2023";"2207 - PROGRAMA ESPACIAL BRASILEIRO";"21AG - DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS";"158.942,54";"723.283,25";"397.383,25";
"07/2023";"0033 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER JUDICIARIO";"4256 - APRECIACAO DE CAUSAS NA JUSTICA DO TRABALHO";"13.133,19";"13.133,19";"21.347,49";
"07/2023";"6012 - DEFESA NACIONAL";"211D - COORDENACAO TECNICA DA AMAZONIA AZUL TECNOLOGIAS DE DEFESA SA - AMAZUL";"192.000,00";"168.985,10";"160.044,95";
"07/2023";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"6516 - APERFEICOAMENTO E AVALIACAO DOS SERVICOS DE HEMOTERAPIA E HEMATOLOGIA";"11.831.876,43";"3.768.590,27";"6.101.759,96";
"07/2023";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"152X - AMPLIACAO E REESTRUTURACAO DE INSTITUICOES MILITARES DE ENSINO SUPERIOR";"0,00";"0,00";"0,00";
"07/2023";"5033 - SEGURANCA ALIMENTAR E NUTRICIONAL";"8458 - APOIO A AGRICULTURA URBANA E PERIURBANA";"580.000,00";"0,00";"0,00";
"07/2023";"2027 - CULTURA: DIMENSAO ESSENCIAL DO DESENVOLVIMENTO";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"0,00";"0,00";"0,00";
"07/2023";"5024 - ATENCAO INTEGRAL A PRIMEIRA INFANCIA";"217M - PRIMEIRA INFANCIA NO SUAS - CRIANCA FELIZ";"34.300.665,26";"34.300.665,26";"34.300.665,26";
"07/2023";"0905 - OPERACOES ESPECIAIS: SERVICO DA DIVIDA INTERNA (JUROS EAMORTIZACOES)";"0455 - SERVICOS DA DIVIDA PUBLICA FEDERAL INTERNA";"30.431.376.094,83";"48.574.735.576,94";"48.574.735.576,94";
"07/2023";"2212 - MELHORIA DO AMBIENTE DE NEGOCIOS E DA PRODUTIVIDADE";"214J - FISCALIZACAO EM METROLOGIA E QUALIDADE";"185.151.374,20";"32.329.963,91";"32.329.963,91";
"07/2023";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2522 - PRODUCAO DE FARMACOS, MEDICAMENTOS E FITOTERAPICOS";"- 3.727,36";"0,00";"0,00";
"07/2023";"5028 - INCLUSAO SOCIAL POR MEIO DO BOLSA FAMILIA E DA ARTICULACAO DE POLITICAS PUBLICAS";"00SF - AUXILIO EMERGENCIAL RESIDUAL PARA ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS (COVID-19)";"0,00";"0,00";"0,00";
"07/2023";"5020 - DESENVOLVIMENTO CIENTIFICO, TECNOLOGICO E PRODUTIVO EM SAUDE";"20K2 - FOMENTO A PESQUISA E AO DESENVOLVIMENTO TECNOLOGICO, COM VISTAS AO APRIMORAMENTO E A SUSTENTABILIDADE DOS SERVICOS E ACOES DE SAUDE AMBIENTAL";"0,00";"0,00";"0,00";
"07/2023";"2221 - RECURSOS HIDRICOS";"20WI - IMPLEMENTACAO DA POLITICA NACIONAL DE RECURSOS HIDRICOS";"10.460.487,54";"8.698.103,20";"8.772.418,54";
"07/2023";"0910 - OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS";"0870 - CONTRIBUICAO A COMUNIDADE DOS PAISES DE LINGUA PORTUGUESA - CPLP (MRE)";"- 126.803,13";"0,00";"0,00";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"009T - SERVICOS PUBLICOS DE SAUDE DO DISTRITO FEDERAL";"736.151.503,04";"564.364.480,53";"588.842.666,10";
"07/2023";"6012 - DEFESA NACIONAL";"15XX - AQUISICAO DE AERONAVES PARA TRANSPORTE LOGISTICO ESTRATEGICO DE PESSOAL E MATERIAL";"0,00";"0,00";"0,00";
"07/2023";"2080 - EDUCACAO DE QUALIDADE PARA TODOS";"219V - APOIO AO FUNCIONAMENTO DAS INSTITUICOES FEDERAIS DE EDUCACAO SUPERIOR";"0,00";"0,00";"0,00";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0C33 - TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"0,00";"4.336.848.552,08";"4.336.848.552,08";
"07/2023";"2080 - EDUCACAO DE QUALIDADE PARA TODOS";"20RW - APOIO A FORMACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"0,00";"0,00";"0,00";
"07/2023";"2049 - MORADIA DIGNA";"10S3 - APOIO A URBANIZACAO DE ASSENTAMENTOS PRECARIOS";"0,00";"0,00";"0,00";
"07/2023";"2109 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO";"4572 - CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO";"0,00";"0,00";"0,00";
"07/2023";"2201 - BRASIL MODERNIZA";"21D5 - GESTAO DE POLITICAS DE PROTECAO DE DADOS";"164.200,00";"278.800,55";"280.952,08";
"07/2023";"5025 - CULTURA";"20ZK - ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL (LEI N. 11.437, DE 2006)";"33.600.000,00";"0,00";"0,00";
"07/2023";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"00NS - INATIVOS DA POLICIA MILITAR E DO CORPO DE BOMBEIROS DO DISTRITO FEDERAL";"173.611.115,07";"173.602.513,88";"248.215.952,83";
